Country,Website,Publisher Name,Twitter Handle,Twitter Followers,FB Handle,FB Followers,Instagram Handle,Instagram Followers,Youtube Handle,Youtube Subscribers,Logo Image,Primary Colour,Secondary Colour,Language
Kenya,https://www.cio.co.ke/,CIO East Africa,@CIOEastAfrica,33.8K,@CIOEastAfrica,"4,595", @CIOEastAfrica,"1,185",@CIOEastAfrica,NaN,https://pbs.twimg.com/profile_images/928888720220139520/fYxwkohN_400x400.jpg,#000000,#ffffff,English
Kenya,https://www.the-star.co.ke/,TheStarKenya,@TheStarKenya,1.1M,@TheStarKenya,"920,611",@TheStarKenya,113k,@TheStarKenya,33.9k,https://pbs.twimg.com/profile_images/1214848353890177025/ol07cbeM_400x400.jpg,#263D7B,#ffffff,English
Kenya,http://www.ghafla.com/ke,Ghafla Kenya,@GhaflaKenya,278.1k,@GhaflaKenya,"1,077,315",@GhaflaKenya,154k,@GhaflaKenya,5.4k,https://pbs.twimg.com/profile_images/785477911964942336/j-42DIfG_400x400.jpg,#58B90A,#ffffff,English
Kenya,https://kenyan-post.com/,Daily Post ,@TheKenyanPost,52.2K,@kenyandailypost,"268,973",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/1259489909217341440/vQx8t7Sg_400x400.jpg,#FF0000,#ffffff,English
Kenya,http://nairobiwire.com/contact,Nairobi Wire,@nairobiwire,19.9K,@nairobiwire,"146,593",@nairobiwire,397,nairobiwire,2.11K,https://pbs.twimg.com/profile_images/766167580738453504/It9dNuaW_400x400.jpg,#EE3322,#ffffff,English
Kenya,https://kenyabuzz.com/,KenyaBuzz,@KenyaBuzz,102.9K,@KenyaBuzz,"51,340",@KenyaBuzz,"7,548",@KenyaBuzz,363,https://pbs.twimg.com/profile_images/1248197824660901888/e1XhtM7p_400x400.png,#000000,#ffffff,English
Kenya,https://www.kenya-today.com/,Kenya Today,@KenyaToday1,"3,342",@News.KenyaToday,"136,584",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/1254380254891839490/ARmqGr0S_400x400.jpg,#008BD0,#ffffff,English
Kenya,https://www.jambonewspot.com/,Jambonewspot News,@Jambonewspot,"1,175",@Jambonewspot,"33,413",NaN,NaN,@Jambonewspot,1.29K,https://pbs.twimg.com/profile_images/1746148251/Jambo_logo_400x400.PNG,#000000,#ffffff,English
Kenya,https://www.nationmedia.com/,Nation Media Group,@NationMediaGrp,113.9K,@NationMediaGrp,"38,826",@NationMediaGrp,"1,664",NaN,NaN,https://pbs.twimg.com/profile_images/1230818600820334593/g0JXP_6o_400x400.jpg,#0075BF,#ffffff,English
Kenya,https://ntv.nation.co.ke/live/,NTV Kenya,@ntvkenya,2.6m,@NTVKenya,"3,980,287",@NTVKenya,798K,@NTVKenya,1.31M,https://pbs.twimg.com/profile_images/754944960101814273/IVf3u1wP_400x400.jpg,#000000,#ffffff,English
Kenya,k24tv.co.ke,K24 TV,@K24Tv,1.5M,@K24Tvnews,"995,506",@K24Tv,115K,@K24Tv,996K,https://pbs.twimg.com/profile_images/1166671038123560960/ZC44IE9K_400x400.jpg,#000000,#ffffff,English
Kenya,https://www.switchtv.ke/,Switch TV Kenya,@switchtvkenya,27.3K,@switchtvkenya,"210,714",@switchtvkenya,245K,@switchtvkenya,305K,https://pbs.twimg.com/profile_images/1088368972330872833/yWxEREN4_400x400.jpg,#300026,#ffffff,English
Kenya,https://www.capitalfm.co.ke/,Captial FM Kenya,@CapitalFMKenya,1.5M,@CapitalFMKenya,"637,972",@capitalfmkenya,91.3K,@capitalfmkenya,150K,https://pbs.twimg.com/profile_images/676355059429412864/OTX1jD1A_400x400.jpg,#DD1B1C,#ffffff,English
Kenya,https://www.pd.co.ke/,People Daily,@PeopleDailyKe,172.8K,@PeopleDailyKe,"63,321",@PeopleDailyKe,"4,256",NaN,NaN,https://pbs.twimg.com/profile_images/483822254803783680/SUkYkhNs_400x400.jpeg,#7FC143,#ffffff,English
Kenya,https://theexchange.africa/,The Exchange Africa,@TheExchangeEA,"1,097",@TheExchangeEA,"43,833",@TheExchangeEA,"2,785",@TheExchangeEA,180,https://pbs.twimg.com/profile_images/1274425036376604674/SsP2e64R_400x400.jpg,#000000,#ffffff,English
Kenya,https://www.nyasatimes.com/,Nyasa Times,@nyasatimess,61.4K,@nyasatimes,"351,113",NaN,NaN,@nyasatv,6.9K,https://pbs.twimg.com/profile_images/536046855847542785/woOlnK4Z_400x400.jpeg,#CE1126,#ffffff,English
Kenya,kbc.co.ke,KBC Channel1 News,@KBCChannel1,326.8K,@kbctelevision,"157,235",@kbcnews,3994,@kbcchannel1,150k,https://pbs.twimg.com/profile_images/806051556827287553/cZxbUl4N_400x400.jpg,#870700,#ffffff,English
Kenya,pd.co.ke,People Daily,@PeopleDailyKe,173.4K,@peaopledailyke,"63,409",@PeopleDailyKe,"4,266",NaN,NaN,https://pbs.twimg.com/profile_images/483822254803783680/SUkYkhNs_400x400.jpeg,#000000,#ffffff,English
Ghana,graphic.com.gh,Graphic Online,@Graphicgh,115.7K,@Graphicgh,"954,249",@Graphicgh,NaN,@Graphicgh,21k,https://pbs.twimg.com/profile_images/954650712683802624/_uawKY5Y_400x400.jpg,#C7191A,#ffffff,English
Ghana,dailyguidenetwork.com,Daily Guide Network,@DailyGuideGH,37.7K,@DailyGuideGH,"2,622",@DailyGuideGH,11.3k,@DailyGuideGH,487,https://pbs.twimg.com/profile_images/631302868377563136/R4XL_Yq9_400x400.png,#BF1E2E,#ffffff,English
Ghana,ghanaiantimes.com.gh,Ghanaian Times,@Ghanaian_Times,26.1k,@Ghanaian_Times,"14,442",@Ghanaian_Times,120,@Ghanaian_Times,NaN,https://pbs.twimg.com/profile_images/1100471811207323654/_QPoW2UP_400x400.png,#252D89,#ffffff,English
Ghana,pulse.com.gh,Pulse Ghana,@PulseGhana,281.5K,@PulseGhana,"2,285,765",@PulseGhana,1.2M,@PulseGhana,101K,https://pbs.twimg.com/profile_images/998591058261901312/vgdmk9ls_400x400.jpg,#BA2E26,#ffffff,English
Ghana,modernghana.com,Modern Ghana,@modernghanaweb,33.8K,@modernghanaweb,"641,276",@modernghanaweb,"7,226",@modernghanaweb,1.02K,https://pbs.twimg.com/profile_images/1156466718308556800/aBRzHUdM_400x400.png,#990000,#ffffff,English
Ghana,newsghana.com.gh,News Ghana,@news_ghana,31.7K,@newsghana,"43,605",@newsghana,"1,778",NaN,NaN,https://pbs.twimg.com/profile_images/717426829037015046/YU3M1IDx_400x400.jpg,#000000,#ffffff,English
Ghana,ghanaweb.com,GhanaWeb,@theghanaweb,70.9K,@theghanaweb,"450,984",@theghanaweb,16.2k,@theghanaweb,245K,https://pbs.twimg.com/profile_images/1242513671668072449/TadN_eZb_400x400.jpg,#99B53A,#ffffff,English
Ghana,peacefmonline.com,Peace FM Online,@peacefmonline,451.3K,@peacefmonline,"832,310",@peacefmonline,89.5K,@peacefmonline,175K,https://pbs.twimg.com/profile_images/1112383861634285569/Q0QL4pkN_400x400.png,#24AD1D,#ffffff,English
Ghana,eonlinegh.com,EonlineGH,@ThePrinceLive,921,@eonlineghana,"161,995",@theprincelive,"5,239",@quicktv,14.3K,https://www.eonlinegh.com/wp-content/uploads/2020/08/Logo.png,#DD6D6E,#ffffff,English
Ghana,Browngh.com,BrownGH,@brownghdotcom,"3,120",@brownghdotcom,"60,302",@brownghdotcom,28.4K,@brownghtv,NaN,https://pbs.twimg.com/profile_images/1293974498165886976/RHikn0i__400x400.jpg,#A48149,#ffffff,English
Ghana,ghheadlines.com,GhHeadlines,@ghheadlines,34,NaN,NaN,NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/1501660267/ghHeadlines_400x400.jpg,#1F4773,#ffffff,English
Ghana,ghanasportsonline.com,Ghanasportonline,@GhanaSport,28.5K,@ghanasportsonline,"40,242",NaN,NaN,NaN,-NaN,https://pbs.twimg.com/profile_images/550971321014693888/AH3Fv4GX_400x400.jpeg,#1A8060,#ffffff,English
Ghana,mynewsghana.net,My News Ghana,@mynewsghana,825,@mynewsghana,"19,551",@mynewsghana,282,NaN,NaN,https://pbs.twimg.com/profile_images/1278450276383559685/mMYC5ubu_400x400.jpg,#FF0000,#ffffff,English
Ghana,adomonline.com,Adom,@Adomonline,327.5K,@adomtv,"1,061",@adom_online,"2,227",@adomtv,427K,https://pbs.twimg.com/profile_images/519551713301114880/bxnGtp7q_400x400.png,#000000,#ffffff,English
Ghana,ghananewspunch.com,Ghana Newspunch,@ghananewspunch,73,@ghananewspunch,"25,427",@ghananewspunch,5,@ghananewspunch,42,https://pbs.twimg.com/profile_images/1279048311228502016/efI8QFl__400x400.jpg,#F6B11C,#ffffff,English
Ghana,Adwoaadubianews.com,Adwoaadubianews,@Adwoaadubianews,209,@adwoaadubiagh,"4,907",@adwoaadubiagh,473,NaN,NaN,https://pbs.twimg.com/profile_images/1261397434137227265/9WxoCG6-_400x400.jpg,#C7008D,#ffffff,English
Ghana,afiaghana.com,AG Media,@afiaghanamedia,91,@afiaghanadigital,"7,089",@afiaghanamedia,921,NaN,NaN,https://pbs.twimg.com/profile_images/1307048956837363712/eaqVMiA3_400x400.jpg,#FBED1A,#ffffff,English
Ghana,ghanashowbiz.com,GhanaShowbiz,@GhanaShowbiz,489,@ghanacelebnews ,"37,896",@GhanaShowbiz,569,@GhanaShowbiz,4.82K,https://pbs.twimg.com/profile_images/1265021438/rhian_400x400.jpg,#000000,#ffffff,English
Ghana,enewsghana.com,enewsmedia,@enews_ghana,13,@enewsghanapage,"12,479",@enewsghana,74,@enewsghanatv,59,https://pbs.twimg.com/profile_images/1066405689969524736/XN9LKWXi_400x400.jpg,#000000,#ffffff,English
Ghana,liveghanatv.com,Live Ghana TV,@liveghtv,80,@liveghtv,"1,864",@liveghanatv,53,NaN,NaN,https://pbs.twimg.com/profile_images/1118938852599713792/HnF9JDFd_400x400.png,#000000,#ffffff,English
Ghana,ghanaplus.com,Ghana Plus,@TheGhanaPlus,1,@TheGhanaPlus,168,@ghanaplus,475,@ghanaplus,2,https://pbs.twimg.com/profile_images/1273028584182026240/B3Yj1yoI_400x400.jpg,#BE2819,#ffffff,English
Ghana,ghanacelebrities.com,Ghanacelebrities,@Ghanacelebrity,50.6K,@Ghanacelebrity,"30,013",@Ghanacelebrity,103K,@Ghanacelebrity,NaN,https://pbs.twimg.com/profile_images/1409006250/169094_10150104680812180_510657179_6156734_7815831_n_400x400.jpg,#2A53C1,#ffffff,English
Ghana,ghnewsfile.com,Ghana Newsfile,@ghnewsfile,62,@ghnewsfile,"3,947",@ghnewsfile,76,@ghnewsfile,"1,265", https://pbs.twimg.com/profile_banners/987410912037437441/1587646918/600x200,#0066BF,#ffffff,English
Ghana,hypeghnewsroom.com,#ElectionDay,@Hypeghnews,15.1K,@Hypeghnews,"3,492",@Hypeghnews,545,@Hypeghnews,NaN,https://pbs.twimg.com/profile_images/1279027101631418374/nuKur-MS_400x400.jpg,#00F0FB,#ffffff,English
Ghana,kobbyo.com,Kumaricana,@kobbyonews,25,@kobbyonews,"14,393",@kobbyonews,626,@kobbyonews,26,https://scontent.flos5-1.fna.fbcdn.net/v/t1.0-9/89051990_3068498469851725_3278878634785374208_o.jpg?_nc_cat=102&ccb=2&_nc_sid=09cbfe&_nc_eui2=AeFixft_7CF-_Kpa2FVW9iR_Okk581AMV_46STnzUAxX_gxtMOz5ikghRTP4jsXq8jFFklC9H67yiGdnqPfaE_qi&_nc_ohc=XDloCzTcAMAAX_JWOp9&_nc_ht=scontent.flos5-1.fna&oh=282285ebb4745f661914acc5aa52cadd&oe=5FC362C0,#000000,#ffffff,English
Ghana,voiceofgh.com,Voice of Ghana,@voiceofgh,31,@voiceofgh1,"1,349",NaN,NaN,@voiceofgh,75,https://pbs.twimg.com/profile_images/1321087520814309376/UDvH_RKN_400x400.jpg,#00FF01,#ffffff,English
Ghana,acostik.com,Acostik TV,@AcostikTV,31,@AcostikTV,"1,627",@AcostikTV,456,@AcostikTV,125K,https://pbs.twimg.com/profile_images/986333464080338944/UI-veO8s_400x400.jpg,#000000,#ffffff,English
Ghana,theghanahit.com,TheGhanaHit,@theghanahit,20,@theghanahit,134,@theghanahit,45,@theghanahit,NaN,https://pbs.twimg.com/profile_images/1182318563476025351/MnF4HLAH_400x400.jpg,#000000,#ffffff,English
Ghana,impelnews.net,Impel News,@impelnews,7,@impelnews,88,@impelnews,142,@impelnews,1,https://pbs.twimg.com/profile_images/1277000441834995712/6BJsmelG_400x400.jpg,#FF3D00,#ffffff,English
Ghana,apumonetv.com,ApumoneTV,@Apumonetv,NaN,@Apumonetv,762,@Apumonetv,736,@Apumonetv,1,https://scontent.flos5-1.fna.fbcdn.net/v/t1.0-9/120615936_2816297245359925_5132492262704927396_n.jpg?_nc_cat=107&ccb=2&_nc_sid=e3f864&_nc_eui2=AeE__Vii3oF7E4VyAQpWWJXiQOIzzhXj0sRA4jPOFePSxAkDn4-Zn6c-hzkgP_sacYmLJ-t_ojkC2LoD3v0roxiZ&_nc_ohc=AnqOpWnGem0AX9wvsQ9&_nc_ht=scontent.flos5-1.fna&oh=c4afbfc3a893a19c441fb14d03d74186&oe=5FC600B9,#000000,#ffffff,English
Australia,abc.net.au/news,ABC News,@abcnews,1.7M,@abcnews.au,"4,332,593",@abcnews_au,582K,@abcnews,1.2M,https://pbs.twimg.com/profile_images/1034589406005317632/Cdi3F2ro_400x400.jpg,#000000,#ffffff,English
Australia,9news.com.au,9News,@9news,82.7K,@9news,"2,696,577",@9news,341K,@9news,592K,https://scontent.flos1-1.fna.fbcdn.net/v/t1.0-9/83633895_3061535313894285_5292857429162196992_n.jpg?_nc_cat=1&ccb=2&_nc_sid=09cbfe&_nc_eui2=AeGhjQZGh4HURSoYxFXD3BAYRUAe5cNDmTNFQB7lw0OZMx-NAIlGrpZQlti4mV3FTafpwVaIIL4zFdonDikgnx5v&_nc_ohc=z4ssGGNqL7sAX9LFxZi&_nc_ht=scontent.flos1-1.fna&oh=9181872848444d4ff318290260663653&oe=5FC65B0F,#0518C5,#ffffff,English
Australia,dailytelegraph.com.au,The Daily Telegraph,@dailytelegraph,202.9K,@dailytelegraph,"1,334,873",@dailytelegraph,84.9K,@dailytelegraph,1.43K,https://pbs.twimg.com/profile_images/583137723252219904/Skzj-0RM_400x400.jpg,#000000,#ffffff,English
Australia,smh.com.au,The sydney Morning Herald,@smh,820K,@sydneymorningherald,"1,168,301",@sydneymorningherald,207K,@sydneymorningherald,24.5K,https://pbs.twimg.com/profile_images/967839415803437056/l7qHd7oD_400x400.jpg,#0A1633,#ffffff,English
Australia,news.com.au,News.Com.Au,@newscomauHQ,549.8K,@news.com.au,"1,791,145",newscomauhq,109K,newscomauhq,22.9K,https://pbs.twimg.com/profile_images/1098007143330902016/NxA76ZiP_400x400.jpg,#C90000,#ffffff,English
Australia,theaustralian.com.au/life,The Australia Life,@theauslife,"5,810",@theaustralian,"968,190",@theaustralian,77.3K,@theaustralian,NaN,https://pbs.twimg.com/profile_images/1176363697096163328/ppBNIBSc_400x400.jpg,#004563,#ffffff,English
Australia,theage.com.au,The Age,@theage,895.9K,@theageaustralia,"443,919",@theageaustralia,82.5K,NaN,NaN,https://pbs.twimg.com/profile_images/1091122118547230722/ZWXcd6en_400x400.jpg,#0A1633,#ffffff,English
Australia,sbs.com.au,SBS Australia,@SBS,225.6K,@SBSAustralia,"884,767",@sbs_australia,118K,@SBSAustralia,36.6k,https://pbs.twimg.com/profile_images/1323016204701757440/-8J6ABUK_400x400.jpg,#1B2024,#ffffff,English
Australia,heraldsun.com.au,Herald Sunday,@theheraldsun,327.4K,@heraldsun,"380,764",@theheraldsun,"1,218",@heraldsun,716,https://pbs.twimg.com/profile_images/1186409240899932161/USPNUfWm_400x400.jpg,#232323,#ffffff,English
Australia,couriermail.com.au,The Courier-Mail,@couriermail,149.7K,@couriermail,"558,626",@couriermail,37.6K,NaN,NaN,https://pbs.twimg.com/profile_images/846231081284087808/ZnYm7dwY_400x400.jpg,#232323,#ffffff,English
Australia,perthnow.com.au,PerthNow,@perthnow,139.5K,@perthnow,"463,602",@perthnow,62.1K,NaN,NaN,https://pbs.twimg.com/profile_images/1202824727150022656/V08KCJ_9_400x400.jpg,#000000,#ffffff,English
Australia,brisbanetimes.com.au,Brisbane Times,@brisbanetimes,289.6K,@brisbanetimes,"188,799",@brisbane_times,14.2K,NaN,NaN,https://pbs.twimg.com/profile_images/900957819012169728/VYBg4t8J_400x400.jpg,#0A1633,#ffffff,English
Australia,canberratimes.com.au,Canberra Times,@canberratimes,66.1K,@canberratimes,"98,894",@canberratimes,28.8K,@canberratimes,414,https://pbs.twimg.com/profile_images/1209953677189902336/tn8odZEu_400x400.jpg,#003365,#ffffff,English
Australia,watoday.com.au,WAtoday,@watoday,110.2K,@watoday,"163,964",@watoday,10.2K,NaN,NaN,https://pbs.twimg.com/profile_images/993437562382372865/Fe22Jb5L_400x400.jpg,#0A1633,#ffffff,English
Australia,goldcoastbulletin.com.au,Gold Coast Bulletin,@GCBulletin,46.7K,@goldcoastbulletin,"141,809",@goldcoastbulletin,"34,4K",NaN,NaN,https://pbs.twimg.com/profile_images/458829199235510272/tivrMGPq_400x400.jpeg,#000000,#ffffff,English
Australia,themercury.com.au,Mercury,@themercurycomau,16.4K,@themercury.com.au,"73,220",@themercuryphotos,"2,247",mercuryonline,872,https://pbs.twimg.com/profile_images/938630867324252161/F08JyjdR_400x400.jpg,#232323,#ffffff,English
Australia,ntnews.com.au,The NT News,@TheNTNews,54.4K,@TheNTNews,"351,294",@ntnews,25.3K,@TheNTNews,560,https://pbs.twimg.com/profile_images/550279791299944449/8InSf2Xd_400x400.jpeg,#232323,#ffffff,English
Australia,crikey.com.au,crikey_news,@crikey_news,185.7K,@crikey.com.au,"75,534",@crikey.news,"2,191",NaN,NaN,https://pbs.twimg.com/profile_images/468162420737703936/1cZm15mX_400x400.jpeg,#E81C26,#ffffff,English
Australia,bestinau.com.au,Best in Australia,@bestinaus,886,@bestinau,"5,381",@bestinaus,605,NaN,NaN,https://pbs.twimg.com/profile_images/894681416121729024/EuoZ1UJS_400x400.jpg,#004791,#ffffff,English
Australia,independentaustralia.net,IndependentAustralia,@independentaus,32K,@independentaus,"20,739",@IndependentAus,328,@IndependentAus,1.52K,https://pbs.twimg.com/profile_images/1086629483057111041/TUCpOCn4_400x400.jpg,#002244,#ffffff,English
Australia,townsvillebulletin.com.au,Townsvillee Bulletin,@tsv_bulletin,10.6K,@townsvillebulletin,"76,894",@townsvillebulletine,"6,326",NaN,NaN,https://pbs.twimg.com/profile_images/991189821765832704/wkYJtfmQ_400x400.jpg,#000000,#ffffff,English
Australia,theshovel.com.au,The Shovel,@theshovel,43.3K,@theshovelau,"116,721",@the_shovel-,36.2K,NaN,NaN,https://pbs.twimg.com/profile_images/508746217627455488/WloTAkIV_400x400.png,#000000,#ffffff,English
Australia,businessnews.com.au,Business News,@wabusinessnews,11K ,@wabusinessnews,"28,895",@wabusinessnews,"2,410",NaN,NaN,https://pbs.twimg.com/profile_images/1128932810926858240/rl86SKR0_400x400.png,#113c61,#ffffff,English
Australia,kalkinemedia.com/au,Kalkine ,@kalkineau,"2,980",@kalkineau,"7,825",@kalkineau,"1,737",@kalkinemedia,2.9K,https://pbs.twimg.com/profile_images/1314535324547047424/dc6xl6lS_400x400.jpg,#0354D6,#ffffff,English
Australia,goulburnpost.com.au,Goulburn Post,@GoulburnPost,"2,357",@GoulburnPost,"18,662",@GoulburnPost,"2,178",NaN,NaN,https://pbs.twimg.com/profile_images/824078080222167047/zT2PB_oi_400x400.jpg,#000000,#ffffff,English
Australia,sydneysun.com,Sydney Sun,@thesydneysun,106,@sydneysunnews,"2,005",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/2191906113/1_400x400.jpg,#000000,#ffffff,English
Australia,perthherald.com,Perth Herald,@perthherald,63,@perthherald,"2,083",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/2186356957/1_400x400.jpg,#283B91,#ffffff,English
Australia,cairnspost.com.au,Cairns Post,@thecairnspost,13.1K,@thecairnspost,"101,114",@thecairnspost,11.3K,NaN,NaN,https://pbs.twimg.com/profile_images/775531590654959617/-mKM445m_400x400.jpg,#000000,#ffffff,English
Canada,cbc.ca,CBC,@cbc,583.8K,@cbc,"620,727",@cbc,334K,@cbc,322K,https://pbs.twimg.com/profile_images/1146042843477237761/kKe8vdVn_400x400.png,#000000,#ffffff,English
Canada,globeandmail.com,The Global and Mail,@globeandmail,1.8M,@theglobeandmail,"754,787",@globeandthemail,198K,@globeandthemail,94.7K,https://pbs.twimg.com/profile_images/742385672682512384/VfTAuqLg_400x400.jpg,#000000,#ffffff,English
Canada,ctvnews.ca,CTV News,@CTVNews,1M,@ctvnews,"993,593",@ctvnews,365K,@ctvnews,510K,https://pbs.twimg.com/profile_images/1113055141761073153/9gjeEtmz_400x400.png,#08136D,#ffffff,English
Canada,globalnews.ca,Global News,@globalnews,536.1K,@globalnews,"2,245,299",@globalnews,18.8K,@globalnews,2.1M,https://pbs.twimg.com/profile_images/722490988120289280/iF92VumO_400x400.jpg,#002E5D,#ffffff,English
Canada,thestar.com,Toronto Star,@TorontoStar,1M,@torontostar,"481,812",@thetorontostar,"481,812",@thetorontostar,64.5K,https://pbs.twimg.com/profile_images/797283628476669952/B1gH6xXm_400x400.jpg,#0072BC,#ffffff,English
Canada,nationalpost.com,National Post,@nationalpost,881.5K,@nationalpost,"432,628",@nationalpost,89.9K,@natioanlpost,57.2K,https://pbs.twimg.com/profile_images/877014191273517056/mv9ErfX-_400x400.jpg,#000000,#ffffff,English
Canada,torontosun.com,Toronto Sun,@TheTorontoSun,323.2K,@torontosun,"122,726",@torontosunonline,11.3K,@torontosun,32.5K,https://pbs.twimg.com/profile_images/797145490512982016/aB2-lfir_400x400.jpg,#D2232A,#ffffff,English
Canada,financialpost.com,Financial Post,@financialpost,79.7K,@financialpost,"219,968",@financialpost,89.9K,@financialpost,17.6K,https://pbs.twimg.com/profile_images/877097420882034689/MTfB8m72_400x400.jpg,#2E4EBF,#ffffff,English
Canada,vancouversun.com,The Vancouver Sun,@VancouverSun,258K,@VancouverSun,"202,143",@VancouverSun,44.4K,@VancouverSun,26.2K,https://pbs.twimg.com/profile_images/877641324391833600/W3LepcoN_400x400.jpg,#000000,#ffffff,English
Canada,citynews.ca,CityNews Toronto,@CityNews,632.6K,@citynewstoronto,"596,256",@citynewstoronto,64.5K,@citynewstoronto,218K,https://pbs.twimg.com/profile_images/900398997290070017/TKKcvda0_400x400.jpg,#01395C,#ffffff,English
Canada,montrealgazette.com,Montreal gazette,@mtlgazette,233.4K,@montrealgazette,"204,663",@montrealgazette,56.5K,@montrealgazette,36.9K,https://pbs.twimg.com/profile_images/877853843773464577/kX78tAtH_400x400.jpg,#016EA5,#ffffff,English
Canada,macleans.ca,Maclean's Magazine,@macleans,472K,@macleans,"200,714",@macleansmag,18.3K,@macleans,NaN,https://pbs.twimg.com/profile_images/877157064639791104/qb8qk3zR_400x400.jpg,#000000,#ffffff,English
Canada,calgaryherald.com,Calgary Herald,@calgaryherald,195.8K,@yycherald,"142,836",calgaryherald,38.5K,calgaryherald,12.9K,https://pbs.twimg.com/profile_images/537146280888135680/RVdsiMUZ_400x400.png,#000000,#ffffff,English
Canada,o.canada.com,O.Canada.Com,@CanadaDotCom,12.8K,@canada.com,"60,925",canadadotcom,186,@canadacomvideo,2.45K,https://pbs.twimg.com/profile_images/532623182109241344/kPgxuYPJ_400x400.jpeg,#000000,#ffffff,English
Canada,ottawacitizen.com,Ottawa Citizen,@ottawacitizen,218.9K,@theottawacitizen,"180,223",@ottawacitizen,37.6K,@ottawacitizen,34.7K,https://pbs.twimg.com/profile_images/1227325682407092225/SbB7lnxU_400x400.jpg,#000000,#ffffff,English
Canada,therecord.com,WR Record,@WR_Record,84.2K,@waterlooregionrecord,"24,760",waterlooregionrecord,"4,861",phototherecord,259,https://pbs.twimg.com/profile_images/1260765685/NURecordTwit_400x400.jpg,#000000,#ffffff,English
Canada,calgarysun.com,Calgary Sun,@calgarysun,99.4K,@thecalgarysun,"137,591",@calgarysun,974,@calgarysun,1.07K,https://pbs.twimg.com/profile_images/836684789931388929/gC5bqZDQ_400x400.jpg,#000000,#ffffff,English
Canada,canadianbusiness.com,Canadian Business,@cdnbiz,56.8K,@cdnbiz,"36,289",@cdnbiz,"1,437",NaN,NaN,https://pbs.twimg.com/profile_images/513786801484341248/NI3y-1lu_400x400.png,#CF2715,#ffffff,English
Canada,edmontonjournal.com,Edmonton Journal,@edmontonjournal,177.9K,@edmontonjournal,"124,415",@edmontonjournal,82.5K,@edmontonjournal,19.4K,https://pbs.twimg.com/profile_images/1048353217568894976/ABDUk0gh_400x400.jpg,#000000,#ffffff,English
Canada,windsorstar.com,The Windsor Star,@TheWindsorStar,133.6K,@WindsorStar,"103,126",@WindsorStar,10.9K,@WindsorStar,7.84K,https://pbs.twimg.com/profile_images/798170144417554432/fEoNbLIv_400x400.jpg,#414699,#ffffff,English
Canada,theprovince.com,The Province,@theprovince,197.7K,@theprovince,"102,210",@theprovince,21.9K,@theprovince,5.79K,https://pbs.twimg.com/profile_images/747687841719787520/CEkyuCt8_400x400.jpg,#0073AD,#ffffff,English
Canada,timescolonist.com,Times Colonist,@timescolonist,81.7K,@timescolonist,"33,214",@timescolonist,"8,898",@timescolonist,347,https://pbs.twimg.com/profile_images/378800000171511156/0ae60cce65ef13f4ba15f9273ae38ef9_400x400.png,#000000,#ffffff,English
Canada,thetyee.ca,The Tyee,@thetyee,61.4K,@thetyee,"24,860",@thetyee,"4,710",NaN,NaN,https://pbs.twimg.com/profile_images/1175134534469210112/W8vIYCBR_400x400.jpg,#FFCE02,#ffffff,English
Canada,thestarphoenix.com,TheStarPhoenix,@TheStarPhoenix,64.7K,@TheStarPhoenix,"90,171",@TheStarPhoenix,17.6K,@TheStarPhoenix,7.23K,https://pbs.twimg.com/profile_images/1055499870059008001/dww2Siez_400x400.jpg,#000000,#ffffff,English
Canada,biv.com,BIV News,@bivnews,36.8K,@bivnews,"8,076",@bivnews,"2,079",@bivnews,643,https://pbs.twimg.com/profile_images/1303422351246151680/ePbKx5yN_400x400.jpg,#000000,#ffffff,English
Canada,vicnews.com,Victoria News,@Victorianews,19.1K,@victorianews,"19,052",@victorianews,"6,398",NaN,NaN,https://pbs.twimg.com/profile_images/1032005254521401344/7cT9E_JC_400x400.jpg,#000000,#ffffff,English
Canada,abbynews.com,Abbotsford News,@AbbyNews,14.7K,@myabbynews,"40,834",@AbbyNews,"8,583",@AbbyNews,286,https://pbs.twimg.com/profile_images/876227108581785600/Gmc9y6qS_400x400.jpg,#000000,#ffffff,English
Canada,nationalobserver.com,Canada's National Observer,@NatObserver,63.5K,@nationalobserver,"34,010",@NatObserver,"2,007",@nationalobserver,3.72K,https://pbs.twimg.com/profile_images/1232454256281583616/TAbDeFSa_400x400.jpg,#000000,#ffffff,English
Canada,owensoundsuntimes.com,Owen Sound Sun Times,@OwenSoundST,"6,817",@owensoundsuntimes,"11,539",NaN,NaN,NaN,NaN,https://pbs.twimg.com/profile_images/1174815346/Newspaper_400x400.jpg,#073356,#ffffff,English
Canada,westernstandardonline.com,Western Standard,@WSOnlineNews,"3,805",@westernstandardonline,"4,461",@thewsternstandard,198,@westernstandard,305,https://pbs.twimg.com/profile_images/1186413491017547776/M5kymPh0_400x400.jpg,#000000,#ffffff,English
Pakistan,dawn.com,Dawn,@dawn_com,1M,@dawndotcom,"2,735,355",@dawn_dot_com,349K,@dawndotcom,114K,https://pbs.twimg.com/profile_images/596764851080286208/5dTXIuxr_400x400.jpg,#000000,#ffffff,English
